"Nummer";"Län (lokal)";"Art";"Datum";"Vatten";"Sweref99 N (Vatten)";"Sweref99 E (Vatten)";"Lokal";"sweref99N";"sweref99E";"Metodik";"Förekomst"
13260;"Blekinge län";"Signalkräfta";"2013-09-03";"MÖRRUMSÅN";6223296;484277;"Ned s. knivsjön bron";6238692;486995;"Fångstdata";"Säker"
13261;"Blekinge län";"Signalkräfta";"2013-09-03";"KROKSJÖN";6226805;514284;"Kroksjön";6226805;514284;"Utsättning";"Säker"
13262;"Blekinge län";"Signalkräfta";"2013-09-03";"NÄVRASJÖN";6247964;535230;"Nävrasjön";6247964;535230;"Fångstdata";"Säker"
13263;"Blekinge län";"Signalkräfta";"2013-09-03";"SILLHÖVDEN";6250831;534196;"Sillhövden";6250831;534196;"Fångstdata";"Säker"
13264;"Blekinge län";"Signalkräfta";"2013-09-03";"ÄLTEN";6251237;524525;"Älten";6251237;524525;"Fångstdata";"Säker"
13265;"Blekinge län";"Signalkräfta";"2013-09-03";"KÄRINGSJÖN";6252072;525005;"Käringsjön";6252072;525005;"Fångstdata";"Säker"
13266;"Blekinge län";"Signalkräfta";"2013-09-03";"MÅLLSJÖN";6242235;518952;"Mållsjön";6242235;518952;"Fångstdata";"Säker"
13267;"Blekinge län";"Signalkräfta";"2013-09-03";"NORRASJÖN";6245354;495064;"Norrasjön";6245354;495064;"Fångstdata";"Säker"
13268;"Blekinge län";"Signalkräfta";"2013-09-03";"STORA BLANKEN";6252571;523180;"Stora blanken";6252571;523180;"Fångstdata";"Säker"
13269;"Blekinge län";"Signalkräfta";"2013-09-03";"SVARTHÖVDEN";6254480;524037;"Svarthövden";6254480;524037;"Fångstdata";"Säker"
13270;"Blekinge län";"Signalkräfta";"2013-09-03";"TJURKEN";6254040;506108;"Tjurken";6254040;506108;"Fångstdata";"Finns troligen"
13271;"Blekinge län";"Signalkräfta";"2014-10-29";"ÖSTERSJÖN (HAV)";6586990;694442;"Sibbaboda";6221675;555729;"Fångstdata";"Säker"
16385;"Blekinge län";"Signalkräfta";"2021-08-19";"SKRÄBEÅN";6210382;467284;"Holjeån, uppstr arv avlren.";6232402;470645;"Elfiske";"Säker"
16386;"Blekinge län";"Signalkräfta";"2020-09-02";"SKRÄBEÅN";6210382;467284;"Holjeån, uppstr arv avlren.";6232402;470645;"Elfiske";"Säker"
16424;"Blekinge län";"Signalkräfta";"2021-08-30";"LYCKEBYÅN";6227280;540300;"Stubbelycke-viökvarn";6240629;541543;"Elfiske";"Säker"
16425;"Blekinge län";"Signalkräfta";"2020-09-03";"LYCKEBYÅN";6227280;540300;"Stubbelycke-viökvarn";6240629;541543;"Elfiske";"Säker"
16431;"Blekinge län";"Signalkräfta";"2020-09-22";"MÖRRUMSÅN";6223296;484277;"Ekeberg";6232921;486310;"Elfiske";"Säker"
16432;"Blekinge län";"Signalkräfta";"2020-09-22";"MÖRRUMSÅN";6223296;484277;"Knaggelid vägen";6239993;483741;"Elfiske";"Säker"
16433;"Blekinge län";"Signalkräfta";"2020-09-28";"MÖRRUMSÅN";6223296;484277;"Kk lokal 4";6234917;485806;"Elfiske";"Säker"
16434;"Blekinge län";"Signalkräfta";"2021-08-16";"MÖRRUMSÅN";6223296;484277;"Bjällerbäcken, ladugården";6251340;479088;"Elfiske";"Säker"
16441;"Blekinge län";"Signalkräfta";"2021-09-07";"MÖRRUMSÅN";6223296;484277;"Ekeberg";6232921;486310;"Elfiske";"Säker"
16445;"Blekinge län";"Signalkräfta";"2021-09-10";"MÖRRUMSÅN";6223296;484277;"Åkeholm stenbro nedr";6238608;484167;"Elfiske";"Säker"
884;"Blekinge län";"Signalkräfta";"2015-10-01";"MÖRRUMSÅN";6223296;484277;"Mörrumsån, knaggelid v:a sid no";6239525;483847;"Elfiske";"Säker"
885;"Blekinge län";"Signalkräfta";"2015-10-01";"MÖRRUMSÅN";6223296;484277;"Mörrumsån, knaggelid va sida sö";6239293;483926;"Elfiske";"Säker"
3773;"Blekinge län";"Signalkräfta";"2001-01-01";"0-VATTEN";9999999;999999;"Bassäng hällevik";6208190;481574;"Uppskattning";"Finns troligen"
7133;"Blekinge län";"Signalkräfta";"2001-01-01";"DÄMMESGYLET";6239077;464400;"Dämmesgylet";6239077;464400;"Fångstdata";"Säker"
7192;"Blekinge län";"Signalkräfta";"2001-01-01";"BJÖRNAGYLET";6239815;464261;"Björnagylet";6239815;464261;"Fångstdata";"Säker"
7251;"Blekinge län";"Signalkräfta";"1992-01-01";"DALLÅNGEN";6250472;477141;"Dallången";6250472;477141;"Uppgift saknas";"Uppgift saknas"
10404;"Blekinge län";"Signalkräfta";"2009-07-15";"BLANKSJÖN";6229727;511071;"Hela sjön";6229727;511071;"Sjöprovfiske";"Säker"
10405;"Blekinge län";"Signalkräfta";"2006-08-06";"BLANKSJÖN";6229727;511071;"Hela sjön";6229727;511071;"Sjöprovfiske";"Säker"
10406;"Blekinge län";"Signalkräfta";"2012-07-26";"BLANKSJÖN";6229727;511071;"Hela sjön";6229727;511071;"Sjöprovfiske";"Säker"
13545;"Blekinge län";"Signalkräfta";"2018-10-23";"PERSBORGSGÖLEN";6228106;516099;"Persborgsgölen";6228106;516099;"Kräftprovfiske";"Säker"
13609;"Blekinge län";"Signalkräfta";"2017-08-24";"NORJESUND";6219727;479980;"Möllebjörke";6221817;478344;"Elfiske";"Säker"
13618;"Blekinge län";"Signalkräfta";"2017-09-11";"MÖRRUMSÅN";6223296;484277;"Pool 1 laxodlingen";6227466;484447;"Elfiske";"Säker"
13619;"Blekinge län";"Signalkräfta";"2017-09-12";"MÖRRUMSÅN";6223296;484277;"Ekeberg";6232921;486310;"Elfiske";"Säker"
13623;"Blekinge län";"Signalkräfta";"2017-09-29";"MÖRRUMSÅN";6223296;484277;"Kk lokal 5";6235969;485436;"Elfiske";"Säker"
13625;"Blekinge län";"Signalkräfta";"2017-08-25";"GALLÅN";6224524;481603;"Ned kråketorp";6227414;481709;"Elfiske";"Säker"
13627;"Blekinge län";"Signalkräfta";"2017-08-31";"MIEÅN";6224808;491396;"Ned gamla bron";6227325;490347;"Elfiske";"Säker"
13630;"Blekinge län";"Signalkräfta";"2017-09-01";"BRÄKNEÅN";6225008;507648;"Nedstr strångamåla";6237185;506075;"Elfiske";"Säker"
13631;"Blekinge län";"Signalkräfta";"2017-08-29";"SIGGARPSÅN";6225088;498180;"Modala kvarn";6229469;496799;"Elfiske";"Säker"
13633;"Blekinge län";"Signalkräfta";"2017-08-30";"NÄTTRABYÅN";6227334;533812;"Spångarna övre";6236815;530851;"Elfiske";"Säker"
13634;"Blekinge län";"Signalkräfta";"2017-08-30";"NÄTTRABYÅN";6227334;533812;"Notarna";6232071;532076;"Elfiske";"Säker"
13635;"Blekinge län";"Signalkräfta";"2017-09-07";"NÄTTRABYÅN";6227334;533812;"Ned damm alnaryd";6245551;526470;"Elfiske";"Säker"
13636;"Blekinge län";"Signalkräfta";"2017-09-08";"NÄTTRABYÅN";6227334;533812;"Måstad";6242187;526860;"Elfiske";"Säker"
13637;"Blekinge län";"Signalkräfta";"2017-08-28";"SILLETORPSÅN";6229770;537022;"Bubbetorp järnvägen";6231954;539125;"Elfiske";"Säker"
13638;"Blekinge län";"Signalkräfta";"2017-08-28";"SILLETORPSÅN";6229770;537022;"Rödebyholm";6236287;538760;"Elfiske";"Säker"
13640;"Blekinge län";"Signalkräfta";"2017-08-21";NA;6237121;485134;"50 m från mynningen";6237121;485234;"Elfiske";"Säker"
13641;"Blekinge län";"Signalkräfta";"2017-08-25";"SNÖVLEBODAÅN";6237087;471180;"Ström upp kyrkhultsb";6237907;471260;"Elfiske";"Säker"
13642;"Blekinge län";"Signalkräfta";"2017-08-31";"VILSHULTSÅN";6237153;470830;"Flyborgstorpet";6242480;469127;"Elfiske";"Säker"
13643;"Blekinge län";"Signalkräfta";"2017-08-25";"VILSHULTSÅN";6237153;470830;"Ned bro kvarngatan";6237170;470639;"Elfiske";"Säker"
13646;"Blekinge län";"Signalkräfta";"2017-09-21";"LILLÅN";6244054;526658;"Ned hallsjögölen";6245621;528169;"Elfiske";"Säker"
13650;"Blekinge län";"Signalkräfta";"2017-09-01";"LILLÅN";6249261;501776;"Bälganet";6250052;501916;"Elfiske";"Säker"
13651;"Blekinge län";"Signalkräfta";"2017-09-01";NA;6249787;501430;"Uppstr vägen";6249774;501220;"Elfiske";"Säker"
16489;"Blekinge län";"Signalkräfta";"2020-09-24";"BRÄKNEÅN";6225008;507648;"Bygdegården";6238104;505165;"Elfiske";"Säker"
16490;"Blekinge län";"Signalkräfta";"2020-09-25";"BRÄKNEÅN";6225008;507648;"Bräkneån, trånhem omlöp";6236995;505583;"Elfiske";"Säker"
16491;"Blekinge län";"Signalkräfta";"2020-09-25";"BRÄKNEÅN";6225008;507648;"Bräkneån, myltebäck";6252095;500553;"Elfiske";"Säker"
16492;"Blekinge län";"Signalkräfta";"2021-09-13";"BRÄKNEÅN";6225008;507648;"Bräkneån, bygdegården";6238104;505165;"Elfiske";"Säker"
16485;"Blekinge län";"Signalkräfta";"2020-09-07";"BRÄKNEÅN";6225008;507648;"Bräkneån, lindefors";6236292;506626;"Elfiske";"Säker"
16486;"Blekinge län";"Signalkräfta";"2020-09-24";"BRÄKNEÅN";6225008;507648;"Bräkneån, lindefors";6236292;506626;"Elfiske";"Säker"
16523;"Blekinge län";"Signalkräfta";"2021-09-20";"MIEÅN";6224808;491396;"Hakafors";6246556;491071;"Elfiske";"Säker"
16524;"Blekinge län";"Signalkräfta";"2021-09-21";"MIEÅN";6224808;491396;"Hjularemåla ovan bro";6244676;491730;"Elfiske";"Säker"
16525;"Blekinge län";"Signalkräfta";"2020-09-09";NA;6249787;501430;"Husörenbäcken, uppstr vägen";6249774;501220;"Elfiske";"Säker"
16526;"Blekinge län";"Signalkräfta";"2021-09-13";NA;6249787;501430;"Uppstr vägen";6249774;501220;"Elfiske";"Säker"
16519;"Blekinge län";"Signalkräfta";"2020-09-09";"SIGGARPSÅN";6225088;498180;"Modala kvarn";6229469;496799;"Elfiske";"Säker"
16520;"Blekinge län";"Signalkräfta";"2020-09-09";"MIEÅN";6224808;491396;"Grimsmåla";6241850;492126;"Elfiske";"Säker"
16574;"Blekinge län";"Signalkräfta";"2020-09-15";"NÄTTRABYÅN";6227334;533812;"Notarna";6231921;532028;"Elfiske";"Säker"
16575;"Blekinge län";"Signalkräfta";"2021-08-31";"NÄTTRABYÅN";6227334;533812;"Notarna";6232071;532076;"Elfiske";"Säker"
16596;"Blekinge län";"Signalkräfta";"2020-09-17";"VILSHULTSÅN";6237153;470830;"Ned bro kvarngatan";6237170;470639;"Elfiske";"Säker"
16625;"Blekinge län";"Signalkräfta";"2020-09-21";"SILLETORPSÅN";6229770;537022;"Bubbetorp järnvägen";6231954;539125;"Elfiske";"Säker"
16626;"Blekinge län";"Signalkräfta";"2021-09-07";"SILLETORPSÅN";6229770;537022;"Bubbetorp järnvägen";6231954;539125;"Elfiske";"Säker"
16782;"Blekinge län";"Signalkräfta";"2021-08-27";"NORJESUND";6219727;479980;"Västra orlundsån, möllebjörke";6221817;478344;"Elfiske";"Säker"
16783;"Blekinge län";"Signalkräfta";"2021-09-24";"NORJESUND";6219727;479980;"Västra orlundsån, boa";6228209;475362;"Elfiske";"Säker"
16791;"Blekinge län";"Signalkräfta";"2021-09-01";"LISTERBYÅN";6226282;525077;"Djurtorp nedre";6229842;525255;"Elfiske";"Säker"
16815;"Blekinge län";"Signalkräfta";"2021-09-09";"VIERYDSÅN";6225116;509156;"Ovan kroks kvarn";6226333;509861;"Elfiske";"Säker"
16819;"Blekinge län";"Signalkräfta";"2021-09-10";"LILLÅN";6244054;526658;"Ned hallsjögölen";6245621;528169;"Elfiske";"Säker"
1349;"Blekinge län";"Signalkräfta";"2015-09-14";"SILLETORPSÅN";6229770;537022;"Silletorpsån, rödebyholm";6236288;538760;"Elfiske";"Säker"
1350;"Blekinge län";"Signalkräfta";"2013-08-06";"SILLETORPSÅN";6229770;537022;"Silletorpsån, bubbetorp järnvägen";6231954;539126;"Elfiske";"Säker"
1351;"Blekinge län";"Signalkräfta";"2011-08-12";"SILLETORPSÅN";6229770;537022;"Silletorpsån, bubbetorp järnvägen";6231954;539126;"Elfiske";"Säker"
1352;"Blekinge län";"Signalkräfta";"2015-09-14";"SILLETORPSÅN";6229770;537022;"Silletorpsån, bubbetorp järnvägen";6231954;539126;"Elfiske";"Säker"
1353;"Blekinge län";"Signalkräfta";"2006-08-16";"SILLETORPSÅN";6229770;537022;"Ällsjöbäcken, sofielund";6234172;538990;"Elfiske";"Säker"
1354;"Blekinge län";"Signalkräfta";"2006-08-15";"SILLETORPSÅN";6229770;537022;"Silletorpsån, kestorps kvarn";6236668;538442;"Elfiske";"Säker"
1418;"Blekinge län";"Signalkräfta";"2015-09-11";"MÅLLEBÄCKEN";6241581;516931;"Mållebäcken, stensjömåla";6244366;519137;"Elfiske";"Säker"
1419;"Blekinge län";"Signalkräfta";"2012-08-23";"LILLÅN";6244054;526658;"Lillån, ned hallsjögölen";6245622;528169;"Elfiske";"Säker"
1420;"Blekinge län";"Signalkräfta";"2015-09-11";"LILLÅN";6244054;526658;"Lillån, ned hallsjögölen";6245622;528169;"Elfiske";"Säker"
1421;"Blekinge län";"Signalkräfta";"2011-08-29";"FRÖJADALSBÄCKEN";6236089;511487;"Fröjadalsbäcken, möllenäs";6237401;513371;"Elfiske";"Säker"
1422;"Blekinge län";"Signalkräfta";"2015-09-11";"FRÖJADALSBÄCKEN";6236089;511487;"Fröjadalsbäcken, möllenäs";6237401;513371;"Elfiske";"Säker"
8219;"Blekinge län";"Signalkräfta";"2002-07-11";"SILLETORPSÅN";6229770;537022;"Bubbetorp järnvägen";6231954;539126;"Elfiske";"Säker"
8220;"Blekinge län";"Signalkräfta";"2004-08-05";"SILLETORPSÅN";6229770;537022;"Bubbetorp järnvägen";6231954;539126;"Elfiske";"Säker"
8221;"Blekinge län";"Signalkräfta";"2004-08-05";"SILLETORPSÅN";6229770;537022;"Kestorps kvarn";6236665;538441;"Elfiske";"Säker"
8222;"Blekinge län";"Signalkräfta";"2003-10-23";"SILLETORPSÅN";6229770;537022;"Ned bro allatorp";6230182;537147;"Elfiske";"Säker"
8223;"Blekinge län";"Signalkräfta";"1998-09-08";"SILLETORPSÅN";6229770;537022;"Fåglasången";6231028;538527;"Elfiske";"Säker"
8224;"Blekinge län";"Signalkräfta";"1994-07-13";"SILLETORPSÅN";6229770;537022;"Bubbetorp-rosenholm";6231152;538935;"Elfiske";"Säker"
8243;"Blekinge län";"Signalkräfta";"2002-07-16";"LILLÅN";6244054;526658;"Ned hallsjögölen";6245622;528169;"Elfiske";"Säker"
14567;"Blekinge län";"Signalkräfta";"2015-01-01";"YEN";6261693;534739;"Yen";6261693;534739;"Uppskattning";"Säker"
2118;"Blekinge län";"Signalkräfta";"2008-09-09";"BRÄKNEÅN";6225008;507648;"Bräkneån, lindefors";6236292;506626;"Elfiske";"Säker"
2119;"Blekinge län";"Signalkräfta";"2006-08-23";"BRÄKNEÅN";6225008;507648;"Bräkneån, gummagölsmåla";6252096;500553;"Elfiske";"Säker"
2120;"Blekinge län";"Signalkräfta";"2006-08-10";"BRÄKNEÅN";6225008;507648;"Bräkneån, tararp lägerplats";6237215;505986;"Elfiske";"Säker"
2121;"Blekinge län";"Signalkräfta";"2006-08-10";"BRÄKNEÅN";6225008;507648;"Bräkneån, örseryd/ö sävsjömåla";6242498;504764;"Elfiske";"Säker"
2122;"Blekinge län";"Signalkräfta";"2015-08-13";NA;6249787;501430;"Husörenbäcken, uppstr vägen";6249774;501220;"Elfiske";"Säker"
2150;"Blekinge län";"Signalkräfta";"2014-08-21";"GALLÅN";6224524;481603;"Gallån, ned kråketorp";6227414;481709;"Elfiske";"Säker"
2151;"Blekinge län";"Signalkräfta";"2007-09-12";"GALLÅN";6224524;481603;"Gallån, ned kråketorp";6227414;481709;"Elfiske";"Säker"
2152;"Blekinge län";"Signalkräfta";"2015-08-12";"GALLÅN";6224524;481603;"Gallån, ned kråketorp";6227414;481709;"Elfiske";"Säker"
2153;"Blekinge län";"Signalkräfta";"2007-09-12";"GALLÅN";6224524;481603;"Gallån, ruan";6228834;481703;"Elfiske";"Säker"
2154;"Blekinge län";"Signalkräfta";"2008-09-04";"GALLÅN";6224524;481603;"Gallån, ruan";6228834;481703;"Elfiske";"Säker"
2184;"Blekinge län";"Signalkräfta";"2015-08-11";"NORJESUND";6219727;479980;"Västra orlundsån, möllebjörke";6221797;478336;"Elfiske";"Säker"
5400;"Blekinge län";"Signalkräfta";"2001-01-01";"NÄTTRABYÅN";6227334;533812;"Notarna";6232072;532077;"Fångstdata";"Finns troligen"
5401;"Blekinge län";"Signalkräfta";"1992-01-01";"NÄTTRABYÅN";6227334;533812;"Nättrabyån";6227334;533812;"Uppgift saknas";"Uppgift saknas"
5463;"Blekinge län";"Signalkräfta";"1992-01-01";"SILLETORPSÅN";6229770;537022;"Silletorpsån";6229770;537022;"Uppgift saknas";"Uppgift saknas"
5464;"Blekinge län";"Signalkräfta";"2001-01-01";"SILLETORPSÅN";6229770;537022;"Silletorpsån";6229770;537022;"Uppskattning";"Säker"
5508;"Blekinge län";"Signalkräfta";"2001-01-01";"ÖSTRA ORLUNDSÅN";6222773;479704;"Bokskogen";6233124;476784;"Fångstdata";"Finns troligen"
5509;"Blekinge län";"Signalkräfta";"1992-01-01";"MIEÅN";6224808;491396;"Kassabäck";6224808;491396;"Uppgift saknas";"Uppgift saknas"
5516;"Blekinge län";"Signalkräfta";"2001-01-01";"BRÄKNEÅN";6225008;507648;"Husörenbäcken uppstr vägen";6249785;501280;"Fångstdata";"Finns troligen"
5517;"Blekinge län";"Signalkräfta";"1992-01-01";"BRÄKNEÅN";6225008;507648;"Bräkneån";6225008;507648;"Uppgift saknas";"Uppgift saknas"
5534;"Blekinge län";"Signalkräfta";"2001-01-01";"SIGGARPSÅN";6225088;498180;"Modala kvarn";6229560;496799;"Fångstdata";"Finns troligen"
5535;"Blekinge län";"Signalkräfta";"2001-01-01";"SIGGARPSÅN";6225088;498180;"Upp modala kvarn";6229472;496949;"Fångstdata";"Finns troligen"
5589;"Blekinge län";"Signalkräfta";"2001-01-01";"SNÖVLEBODAÅN";6237087;471180;"Emmedal-björkefall";6249538;472574;"Fångstdata";"Finns troligen"
5665;"Blekinge län";"Signalkräfta";"1992-01-01";"LYCKEBYÅN";6227280;540300;"Lyckebyån";6227280;540300;"Uppgift saknas";"Uppgift saknas"
5666;"Blekinge län";"Signalkräfta";"1992-01-01";"LYCKEBYÅN";6227280;540300;"Lyckebyån";6227280;540300;"Uppgift saknas";"Uppgift saknas"
5707;"Blekinge län";"Signalkräfta";"1992-01-01";"RONNEBYÅN";6225547;518688;"Lillån";6225547;518688;"Uppgift saknas";"Uppgift saknas"
5708;"Blekinge län";"Signalkräfta";"1992-01-01";"RONNEBYÅN";6225547;518688;"Ronnebyån";6225547;518688;"Uppgift saknas";"Uppgift saknas"
8876;"Blekinge län";"Signalkräfta";"2002-08-02";"VILSHULTSÅN";6237153;470830;"Flyborgstorpet";6242481;469128;"Elfiske";"Säker"
8947;"Blekinge län";"Signalkräfta";"2004-08-10";"LILLÅN";6249261;501776;"Öljehultsbäck.bälgan";6250052;501917;"Elfiske";"Säker"
8948;"Blekinge län";"Signalkräfta";"2005-08-12";"LILLÅN";6249261;501776;"Öljehultsbäck.bälgan";6250052;501917;"Elfiske";"Säker"
9004;"Blekinge län";"Signalkräfta";"2002-07-22";"ÅRYDSÅN";6228048;500835;"Högahult";6240185;499303;"Elfiske";"Säker"
15048;"Blekinge län";"Signalkräfta";"2017-08-10";"PARAKLEN";6256922;519960;"Paraklen";6256922;519960;"Kännedom";"Finns troligen"
15049;"Blekinge län";"Signalkräfta";"2017-08-10";"PERSBORGSGÖLEN";6228106;516099;"Persborgsgölen";6228106;516099;"Kännedom";"Finns troligen"
15050;"Blekinge län";"Signalkräfta";"2017-08-10";"STENSJÖN";6257162;519117;"Stensjön";6256755;518366;"Kännedom";"Finns troligen"
15051;"Blekinge län";"Signalkräfta";"2017-08-10";"TROLLSJÖN";6227680;517283;"Trollsjön";6227680;517283;"Kännedom";"Finns troligen"
15271;"Blekinge län";"Signalkräfta";"2020-01-01";"BRÄKNEÅN";6225008;507648;"Bräkneån";6237248;505530;"Observation";"Säker"
17790;"Blekinge län";"Signalkräfta";"2022-08-31";"BRÄKNEÅN";6225008;507648;"Bräkneån";6248493;501944;"Elfiske";"Säker"
17792;"Blekinge län";"Signalkräfta";"2022-09-21";"SNÖVLEBODAÅN";6237087;471180;"Farabolsån";6248766;472353;"Elfiske";"Säker"
17793;"Blekinge län";"Signalkräfta";"2022-09-21";"SNÖVLEBODAÅN";6237087;471180;"Snövlebodaån";6242525;471236;"Elfiske";"Säker"
17794;"Blekinge län";"Signalkräfta";"2022-08-30";"SKRÄBEÅN";6210382;467284;"Holjeån";6232402;470645;"Elfiske";"Säker"
17795;"Blekinge län";"Signalkräfta";"2023-08-23";"SKRÄBEÅN";6210382;467284;"Holjeån";6232402;470645;"Elfiske";"Säker"
17800;"Blekinge län";"Signalkräfta";"2023-09-18";NA;6249787;501430;"Husörenbäcken, uppstr vägen";6249774;501220;"Elfiske";"Säker"
17801;"Blekinge län";"Signalkräfta";"2023-09-15";NA;6237121;485134;"Kärrsjöbäcken 50 m från mynningen";6237121;485234;"Elfiske";"Säker"
17802;"Blekinge län";"Signalkräfta";"2023-09-18";"LILLÅN";6249261;501776;"Bälganet";6250052;501916;"Elfiske";"Säker"
17803;"Blekinge län";"Signalkräfta";"2023-09-18";"LILLÅN";6235608;545511;"Vid åstugan";6235779;545679;"Elfiske";"Säker"
17804;"Blekinge län";"Signalkräfta";"2023-09-13";"LISTERBYÅN";6226282;525077;"Djurtorp nedre";6229842;525255;"Elfiske";"Säker"
17805;"Blekinge län";"Signalkräfta";"2022-09-01";"LYCKEBYÅN";6227280;540300;"Lyckebyån";6235476;545412;"Elfiske";"Säker"
17806;"Blekinge län";"Signalkräfta";"2023-08-22";"LYCKEBYÅN";6227280;540300;"Lyckebyån";6235476;545412;"Elfiske";"Säker"
17807;"Blekinge län";"Signalkräfta";"2022-08-31";"LYCKEBYÅN";6227280;540300;"Lyckebyån";6240629;541543;"Elfiske";"Säker"
17808;"Blekinge län";"Signalkräfta";"2023-08-22";"LYCKEBYÅN";6227280;540300;"Lyckebyån";6240629;541543;"Elfiske";"Säker"
17809;"Blekinge län";"Signalkräfta";"2022-09-02";"LYCKEBYÅN";6227280;540300;"Lyckebyån";6231493;542430;"Elfiske";"Säker"
17810;"Blekinge län";"Signalkräfta";"2022-09-01";"LYCKEBYÅN";6227280;540300;"Lyckebyån";6231088;542035;"Elfiske";"Säker"
17817;"Blekinge län";"Signalkräfta";"2022-10-07";"MÖRRUMSÅN";6223296;484277;"Mörrumsån";6232921;486310;"Elfiske";"Säker"
17818;"Blekinge län";"Signalkräfta";"2023-09-18";"MÖRRUMSÅN";6223296;484277;"Mörrumsån";6232921;486310;"Elfiske";"Säker"
17819;"Blekinge län";"Signalkräfta";"2023-10-04";"MÖRRUMSÅN";6223296;484277;"Mörrumsån";6242713;482180;"Elfiske";"Säker"
17820;"Blekinge län";"Signalkräfta";"2022-09-05";"MÖRRUMSÅN";6223296;484277;"Mörrumsån";6227466;484447;"Elfiske";"Säker"
17821;"Blekinge län";"Signalkräfta";"2023-09-13";"MÖRRUMSÅN";6223296;484277;"Mörrumsån";6227466;484447;"Elfiske";"Säker"
17822;"Blekinge län";"Signalkräfta";"2022-08-02";"MÖRRUMSÅN";6223296;484277;"Mörrumsån";6234175;486298;"Elfiske";"Säker"
17823;"Blekinge län";"Signalkräfta";"2023-08-07";"MÖRRUMSÅN";6223296;484277;"Vittskövle sidofåra";6230713;485179;"Elfiske";"Säker"
17824;"Blekinge län";"Signalkräfta";"2023-08-07";"MÖRRUMSÅN";6223296;484277;"Vittskövle, kvill";6230794;485288;"Elfiske";"Säker"
17834;"Blekinge län";"Signalkräfta";"2023-09-05";"NÄTTRABYÅN";6227334;533812;"Marielund";6230366;532505;"Elfiske";"Säker"
17835;"Blekinge län";"Signalkräfta";"2023-09-05";"NÄTTRABYÅN";6227334;533812;"Måstad";6242187;526860;"Elfiske";"Säker"
17836;"Blekinge län";"Signalkräfta";"2023-08-30";"NÄTTRABYÅN";6227334;533812;"Notarna";6232071;532076;"Elfiske";"Säker"
17837;"Blekinge län";"Signalkräfta";"2023-09-05";"NÄTTRABYÅN";6227334;533812;"Spångarna övre";6236815;530856;"Elfiske";"Säker"
17838;"Blekinge län";"Signalkräfta";"2022-08-30";"NÄTTRABYÅN";6227334;533812;"Nättrabyån";6232071;532076;"Elfiske";"Säker"
